OpportunityId,Title,Agency,Source,PostDate,CloseDate,Description,TotalScore,CreatedAt,UpdatedAt,OpportunityUrl
8fdde2a52aed9b3138d5b7644408f3be,"59--CABLE ASSEMBLY,SPEC",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eb7d81ec171843e894cb848dbf558658,17.58,2025-01-14T16:44:03.6200000,2025-01-14T16:44:03.6200000,
90101fbc29d02ba59c4de4f57fd87570,Personal Health Informatics for Delivering Actionable Insights to Individuals (R01 Clinical Trial Optional),National Institutes of Health,Grants.gov,2024-11-21T00:00:00.0000000,2027-01-08T00:00:00.0000000,"The purpose of this Notice of Funding Opportunity (NOFO) is to advance the development of novel informatics and data science approaches that can help individuals understand and improve their health through actionable insights. NLM seeks applications that further the science of personal health informatics by providing meaningful and actionable insights to individuals through innovative personal health data collection, integration, analysis, and personalized risk assessments and interpretation. Applications seeking to advance the understanding of how informatics tools, systems, and platforms can best present the results, interpretation, and limitations of personalized assessments for the benefit of individuals are encouraged. Applications should include end user engaged approaches and real-world evaluation to inform the design of generalizable, reusable, and scalable personal health informatics tools, systems, and platforms for the benefit of individuals in understanding and improving their health.",11.40,2025-01-14T16:44:19.6700000,2025-01-14T16:44:19.6700000,
90383582ee24efc70b979b97eaa481a7,Pilot Hybrid Effectiveness-Implementation Trials for Mental Health Interventions (R01  Clinical Trial Required),National Institutes of Health,Grants.gov,2024-11-26T00:00:00.0000000,2027-10-16T00:00:00.0000000,"Pilot Effectiveness Trials for Treatment, Preventive and Services Interventions (R01 Clinical Trial Required). As part of NIMH&apos;s clinical trials pipeline NOFOs, this announcement encourages pilot effectiveness studies focused on 1) optimizing the effectiveness of preventive and therapeutic interventions with previously demonstrated efficacy, for use with broader target populations or for use in community practice settings, and 2) developing and preliminary testing innovative services interventions. Consistent with the NIMH experimental therapeutics approach, this NOFO is intended to support pilot studies of intervention effectiveness or service delivery approaches that explicitly address whether the intervention engages the target(s)/mechanism(s) presumed to underlie the intervention effects (i.e., the mechanism(s) that accounts for changes in clinical/functional outcomes, changes in provider behavior, improved access or continuity of services, etc.).",11.98,2025-01-14T16:44:20.6270000,2025-01-14T16:44:20.6270000,
906f5eea20921685ecc1aa233135500d,FY25 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Threatened and Endangered Species Program,Bureau of Land Management,Grants.gov,2024-11-18T00:00:00.0000000,2025-03-04T00:00:00.0000000,"The BLM Oregon/Washington (ORWA) Threatened and Endangered Species Program focuses on implementing the Department of Interior&#8217;s priorities by emphasizing actions that: protect biodiversity; slow species extinction rates; increase resilience to climate change and help leverage natural climate solutions; contribute to conserving at least 30 percent of our lands and waters by the year 2030; support State agencies to meet State wildlife population objectives; engage communities of color, low income families, and rural and indigenous communities to enhance economic opportunities related to wildlife; and use the best science and data available to make decisions. The BLM ORWA Threatened and Endangered Species Program has an opportunity to work with partner organizations to assist with:Contributing to the above-described Program strategic goals.On-the-ground actions that conserve and recover federally-listed, Bureau sensitive, and rare wildlife and plants.Targeted inventory and monitoring to determine species status and conservation opportunities.Gaining knowledge about federally-listed, Bureau sensitive, and rare species and their habitats including, but not limited to, propagation, genetics, ecology and threats.Providing for proactive protection or management of federally-listed, Bureau sensitive, and rare species and their habitats, consistent with ESA section 7a1.Augmenting federally-listed, Bureau sensitive, and rare species through translocations, seed collections, and/or propagation.Increasing program efficiencies and effectiveness in Endangered Species Act (ESA) section 7a2 consultations and ESA section 7a1 conservation programs.Increasing public knowledge of federally-listed, Bureau sensitive, and rare wildlife and plants on BLM managed lands, including with a targeted focus on communities of color, low-income families, and rural and indigenous communities.Communications including program outreach, education, and Program website updates.",13.73,2025-01-14T16:44:19.6630000,2025-01-14T16:44:19.6630000,
9085db2a484c780b5e32ea828b7bffdd,ROA-2024 NRA Amendments,NASA Aeronautics Research Mission Directorate,NASA.ARMD,2025-01-14T00:00:00.0000000,2025-04-15T00:00:00.0000000,,11.68,2025-01-14T16:44:21.6930000,2025-01-14T16:44:21.6930000,
90e593541dc4c0406fee278e5ec2804b,Accessibility Study for BNCs in Argentina,U.S. Mission to Argentina,Grants.gov,2024-10-21T00:00:00.0000000,2024-12-16T00:00:00.0000000,"PROGRAM DESCRIPTIONThe Public Affairs Section (PAS) of the U.S. Embassy in Argentina is pleased to announce the launch of a new Grant Fund. In this edition, the Argentine Network for International Cooperation (RACI) will be in charge of administering the Program. Applications will be accepted from October 10, 2024, to December 15, 2024, 5:00 p.m. (Argentina time).The funding priorities, thematic areas, and procedures for submitting applications are described below. Please read carefully and follow all instructions.Purpose of the ProgramTo conduct an Accessibility Study of 11 Binational Centers (BNCs) in Argentina. The 11 Binational Centers subject to analysis are:&#9679; ICANA (Buenos Aires)&#9679; ARICANA (Rosario)&#9679; IICANA (C&#243;rdoba)&#9679; ASICANA (Santiago del Estero)&#9679; ALICANA (Santa Fe)&#9679; AMICANA (Mendoza)&#9679; SURICANA (San Rafael)&#9679; ACRICANA (Comodoro Rivadavia)&#9679; ISICANA (Salta)&#9679; ATICANA (Tucum&#225;n)&#9679; ISFICANA (San Francisco &#8211; C&#243;rdoba)For-profit, commercial or public institutions will NOT be eligible to apply.Initiatives to be carried out:Applicant organizations may request financial support to conduct a survey on the accessibility of 11 Binational Centers (BNCs) in Argentina. This study must include:&#9679; Specific recommendations to improve the accessibility of each binational center in Argentina.&#9679; The recommendations must consider accessibility for people with physical, visual, hearing and cognitive disabilities.&#9679; In relation to spaces that present physical accessibility limitations (such as the absence of an elevator), a list of recommendations is also expected to improve accessibility for people with hearing and visual disabilities.The recommendations will allow us to address accessibility needs more strategically.Implementation PeriodPROJECTS MUST START AROUND FEBRUARY 1, 2025 AND MUST BE COMPLETED BY OCTOBER 1, 2025.Payment MethodGrants will be awarded in US dollars if the organization has a bank account in that currency. Otherwise, they will be awarded in local currency (Argentine pesos) at the official exchange rate of Banco Naci&#243;n Argentina.The amount and frequency of disbursements will be established according to the characteristics and needs of the project. In general, up to 20% of the total agreement is retained as a final payment to guarantee the submission of final reports.The Public Affairs section of the United States Embassy and RACI reserve the right to award less or more funds than requested.Applications shall be submitted through this link: https://raci.org.ar/nuevo-fondo-de-subvenciones-de-la-embajada-de-estados-unidos-en-argentina-sobre-accesibilidad-en-centros-binacionales/",13.20,2025-01-14T16:44:19.0430000,2025-01-14T16:44:19.0430000,
90e624d296d26332ba425961ab2c106f,NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R33 CT Required),National Institutes of Health,Grants.gov,2024-12-05T00:00:00.0000000,2027-01-08T00:00:00.0000000,"The objective of this funding opportunity is to support investigator-initiated, phase I clinical trials for diagnostic and therapeutic interventions for heart, lung, blood, and sleep (HLBS) disorders in adults and children. The proposed trial can be single or multisite. Applicants applying for funding under this NOFO should be ready to initiate the clinical trial within the first quarter of the project period. Discussion, submission, and attainment of applicable regulatory (FDA, DSMB, IRB) approvals, and establishment of drug (and placebo, if applicable) supplies, and any necessary third-party agreements should be established by the time of award. If time and support for these and other pre-clinical and/or trial readiness activities are desired, applicants should consider the companion NOFO which utilizes an R61/R33 phased approach.",10.81,2025-01-14T16:44:20.8570000,2025-01-14T16:44:20.8570000,
90ff96412a73ad5a71b8182099fd4426,FY 2025 PRM Request for Concept Notes for NGO programs benefiting Refugees in Jordan,Bureau of Population Refugees and Migration,Grants.gov,2024-11-27T00:00:00.0000000,2025-01-10T00:00:00.0000000,"December 10, 2024: In light of recent events in Syria and the current fluid situation, it is far too early to predict what conditions in Syria will emerge and how they will impact refugee return decisions in the months ahead. Any refugee returns to Syria must be voluntary, safe, and dignified. If conditions require an update to the NOFO, we will issue an additional notice, but for the time being, this funding opportunity is continuing in its current state. We appreciate your understanding and cooperation.The U.S. Department of State&apos;s Bureau of Population, Refugees, and Migration (PRM) is inviting organizations to submit concept notes for programs benefiting refugees and other populations of concern in Jordan for Fiscal Year 2025. The program aims to address the needs of vulnerable populations, including refugees, asylum-seekers, stateless persons, internally displaced persons (IDPs), and vulnerable host community populations by supporting humanitarian projects in sectors such as protection, education, health, and livelihoods. The initiative seeks to enhance local organizational capacity, promote social cohesion, and ensure the safe, accessible, accountable, and participatory delivery of humanitarian assistance.Eligible applicants include U.S.-based nonprofits with 501(c)(3) status, overseas-based nonprofits with proof of registration, and international organizations (excluding UN agencies). Applicants can apply individually or as part of a consortium of at least three organizations. Concept notes must be submitted through Grants.gov by January 9, 2025. Selected organizations will be invited to submit full proposals for competitive review. Those chosen should anticipate awards within five months of the full proposal submission deadline.",19.64,2025-01-14T16:44:20.6270000,2025-01-14T16:44:20.6270000,
9102eb7b4b0ac17054f21ba2f677e489,Strengthening the organizational capacity of the Ministry of Health to deliver a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR,Centers for Disease Control-GHC,Grants.gov,2024-12-17T00:00:00.0000000,2025-03-06T00:00:00.0000000,"The Award Ceiling for Year 1 is 0 (none). CDC anticipates an Approximate Total Fiscal Year Funding amount of $2,000,000 for Year 1, subject to the availability of funds.We expect you to provide technical assistance to the Eswatini Ministry of Health (MOH) to help them plan, coordinate, and manage a sustainable and resilient HIV/TB response. You should focus on building organizational capacity in three areas:Leadership and governance.Resource mobilization and financial management.Workforce planning and performance management.Specifically, we expect you to use evidence-based approaches to help:Strengthen the MOH&#8217;s governance structures, oversight functions, and operational processes to effectively lead and coordinate the strategic objectives of the HIV response.Facilitate resource mobilization and use for the HIV response through improving financing, stewardship mechanisms, visibility, and stakeholder engagement.Foster a responsive health sector workforce that is well-coordinated, trained, and equipped through data-driven planning and enhanced performance management.Robust capacity in these organizational domains will position the MOH to nimbly adapt to emerging issues in the HIV/TB response and address related public health threats.",20.16,2025-01-14T16:44:18.8130000,2025-01-14T16:44:18.8130000,
910588ec10787d7df54c9f7e8757c768,NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required),National Institutes of Health,Grants.gov,2024-12-02T00:00:00.0000000,2026-11-14T00:00:00.0000000,"This Notice of Funding Opportunity (NOFO) encourages applications for investigator-initiated, early phase, clinical trials of natural products (i.e., botanicals, dietary supplements, and probiotics), which have a strong scientific premise to justify further clinical testing. For this NOFO, natural products include promising nutritional regimens that standardize the amount of a specific naturally occurring nutritional compound (e.g., omega-3 fatty acids, anthocyanidins, or polyphenols) and have compelling preliminary evidence. Under this NOFO, trials must be designed so that results, whether positive or negative, will provide information of high scientific utility and will support decisions about further development or testing of the natural product. This NOFO will provide up to 3 years support for studies to replicate the impact of the natural product on target engagement when used by humans, and assess whether there is an association between the degree of the impact on target engagement and functional or clinical outcomes in a patient population. Applications are encouraged to design studies to determine how to optimize the impact of the natural product on target engagement by optimizing the delivery of the natural product through examination of different doses or formulations. In addition, applications can be designed to combine the natural product with another treatment approach that is known to engage the same target; or study the impact of the natural product in a target population that is more responsive. Clinical trials submitted under this NOFO are expected to be hypothesis based, milestone-driven, and directly related to the research priorities and mission of NCCIH. This R33 funding mechanism is intended to accelerate the translation of emerging basic science findings about natural products into early-stage clinical testing to determine whether continued clinical research is warranted. This NOFO will not support efficacy or effectiveness trials, nor will",10.07,2025-01-14T16:44:20.6300000,2025-01-14T16:44:20.6300000,
9125f49148373c5f7b640ba225c1fc18,6505--ILLUCCIX PSMA VASD,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7f2981e1dcd425d9379db55ab36d26e,11.19,2025-01-14T16:44:03.6170000,2025-01-14T16:44:03.6170000,
913786ccbaf5d5456a6db1fdf54fc640,FY25 IIJA/IRA Bureau of Land Management Headquarters (HQ) Aquatic Resource Management,Bureau of Land Management,Grants.gov,2024-12-11T00:00:00.0000000,2025-02-15T00:00:00.0000000,"The Bureau of Land Management&#8217;s (BLM) Headquarters Aquatic Resources Program protects and restores riparian and wetland areas, aquatic habitats, and water resources to provide functioning ecosystems for a combination of balanced and diverse uses including fish and wildlife, and for the long-term needs of future generations. Policy guidance for the Program ensures that public land management based on multiple use and sustained yield provides healthy and productive riparian, wetland, and aquatic habitat, achieves land health standards, and considers society&#8217;s long-term needs for healthy watersheds. The issues the Program addresses are diverse and include restoration, habitat fragmentation and degradation, drought resiliency, water availability, and aquatic invasive species. Program staff provide professional expertise and policy guidance to BLM managers, Federal, State, Tribal, and local governments, and non-governmental partners on these issues, and implement the best management practices to minimize or avoid impacts to water resources, riparian and wetland areas, and aquatic habitats on public lands. This program supports projects funded through the Infrastructure Investment and Jobs Act, Section 40804 (b) Ecosystem Restoration. This program also supports projects funded through the Inflation Reduction Act (IRA), Sections 50221 Resilience, 50222 Ecosystems Restoration and 50303 DOI.The BLM Headquarters Aquatic Resources Program&#8217;s core functions include:Ecosystem Structure and Function: Protect and restore the physical and ecological processes of functioning riparian and wetland areas, aquatic habitats, and water resources.Water Quality: Protect and restore the chemical, physical, and biological integrity of surface water and groundwater.Water Availability: Ensure that water is legally and physically available for beneficial uses, including protection and restoration actions.Riparian, Wetland, and Aquatic Habitat: Proactively protect and restore riparian, wetland, and aquatic habitats to ensure the presence, abundance, and diversity of healthy, self-sustaining, and desirable riparian, wetland, and aquatic species and other wildlife and plant populations that depend upon these habitats, including special status species.Decision Support: Inventory, assess, and monitor aquatic resources to inform our understanding of condition and trend, guide the BLM&#8217;s management activities, and assess regulatory compliance.Environmental Compliance: Ensure full compliance with applicable federal law, Executive Orders, regulations, and policy and with state law to the extent consistent with federal law.Internal &amp; External Involvement: Consult, coordinate, cooperate, and collaborate with federal, state, tribal, and local governments and other programs, partners, and communities, to foster adaptive approaches to protection and restoration and implement education and outreach programs.The BLM Headquarters Aquatic Resources Program continues to advance the Department of the Interior&apos;s priorities to address the climate crisis, restore balance on public lands and waters, advance environmental justice, and invest in a clean energy future. The BLM Headquarters Aquatic Resources Program has an opportunity to work with partner organizations to assist with:Contributing to the above-described Program core functions.Combating climate change and habitat loss impacts to aquatic resources.Restoring and connecting degraded aquatic resources.Increasing ecosystem resistance, resilience, and adaptability to drought, wildfires, and floods.Determining acceptable levels of hydrologic and ecological change given BLM management objectives.Advancing inventory, assessment, and monitoring activities and tools.Preventing the establishment and spread of invasive species.Increasing public knowledge of aquatic habitats on BLM managed lands, including with a targeted focus on communities of color, low-income families, and rural and indigenous communities.",15.26,2025-01-14T16:44:20.8670000,2025-01-14T16:44:20.8670000,
914a6bfd1d48cdc61b11e2c43a32f6d4,Electronic Parts & Equipment (No Substitutes),Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=87302d85162e4805b8f6578cb3456cb3,17.45,2025-01-14T16:44:17.3570000,2025-01-14T16:44:17.3570000,
919f569cdd51d0f77f2f6e1b74c752e7,"43--PUMP,CENTRIFUGAL",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b6decc4937c04f78bf8230ae435439c7,14.20,2025-01-14T16:44:17.0330000,2025-01-14T16:44:17.0330000,
91cffacae6a6db1cb06da16329de8a42,Enhancing Reuse of NHGRI Data Assets (R03 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-11-18T00:00:00.0000000,2026-02-16T00:00:00.0000000,"To support secondary analysis of AnVIL datasets and increase utilization of the AnVIL platform for small research projects by eliminating the cost barriers new users face. Through this additional analysis, this RFA will illuminate the value of NHGRI datasets for secondary research and the effectiveness of AnVIL to stimulate further discovery.",11.11,2025-01-14T16:44:19.6630000,2025-01-14T16:44:19.6630000,
91d6f5cccdcfb7d076941912eb77d78f,"16--PAD,PEDAL",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dfa900b12b5f4dc5beba1b72c95206b9,13.10,2025-01-14T16:44:16.6970000,2025-01-14T16:44:16.6970000,
9233e04c2bcd45e3a29b0d475a63d96e,"16--VALVE ASSEMBLY,HYDR",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d27063958b8c45179d5c265f6e80352c,19.35,2025-01-14T16:44:16.7000000,2025-01-14T16:44:16.7000000,
9265a37fc7ce2e84cb7db07cd0e8e57c,Building Partner Capacity to Counter Chemical Weapons Threats,Bureau of International Security-Nonproliferation,Grants.gov,2024-10-26T00:00:00.0000000,2025-01-18T00:00:00.0000000,"The recent and increasing use of Chemical Weapons (CW) agents by proliferator states continues to erode the norm against CW use and poses a direct challenge to global nonproliferation efforts. Proliferator states are engaged in research and development efforts involving non-traditional agents (NTAs), Pharmaceutical-Based Agents (PBAs), and other novel agents that pose significant challenges to detection, identification, and attribution should they be used in CW attacks. The increasing pace of innovation in, and decentralization of, CW-relevant scientific fields, in combination with emerging technological tools, including generative AI and machine learning, makes the knowledge of how to produce CW more accessible to a wider range of actors. States and terrorist groups alike may recognize the increasingly lower barrier to entry for CW capabilities as an opportunity they can exploit.",11.62,2025-01-14T16:44:19.0470000,2025-01-14T16:44:19.0470000,
927f7063f7acddaf64fec21761d1f468,J061--Uninterruptible Power Systems (UPS) Maintenance along with  Two Battery Preventive Maintenance Checks for all systems,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f0c1fe5425724f07a123bad98739c5e8,21.75,2025-01-14T16:44:03.6200000,2025-01-14T16:44:03.6200000,
9290a28f10c79a590baddd688aefa309,"83--WEBBING,TEXTILE",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2a3bdc4bced0473984f724b38379448c,17.43,2025-01-14T16:44:18.0330000,2025-01-14T16:44:18.0330000,
92bdc4a1681ff34652a5b3281bf4c9cd,66--CONSUMABLE SUPPLIES,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b7430e02cf2f4502a1cd36f1621e78c3,13.37,2025-01-14T16:44:17.0330000,2025-01-14T16:44:17.0330000,
92dd57b6106f96b4e9eee5c5e777db70,6630-- qPCR Machine | Research,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a1c357ec5a6e4ce0b6d96599609c3624,13.56,2025-01-14T16:44:17.1930000,2025-01-14T16:44:17.1930000,
92e32dd20d9b6ce172b794a8bcaaa4d6,Indian Highway Safety Law Enforcement Grant,Bureau of Indian Affairs,Grants.gov,2025-01-06T00:00:00.0000000,2025-05-02T00:00:00.0000000,"The Bureau of Indian Affairs (BIA), Office of Justice Services (OJS), Indian Highway Safety Program (IHSP) solicit proposals for implementing traffic safety programs and projects that are designated to reduce the number of traffic crashes, deaths, injuries, and property damage within these populations. Indian Highway Safety Grants are financial assistance grants that are reimbursable and available to federally recognized tribes. ",14.51,2025-01-14T16:44:21.4830000,2025-01-14T16:44:21.4830000,
92ea647a6293f1a33a6e2d4da2316fc0,Professional Land Surveying  - USDA Natural Resources Conservation Service - Idaho,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6c667f86707c418193aae42cb2b8d3e9,11.92,2025-01-14T16:44:17.5230000,2025-01-14T16:44:17.5230000,
92ead6195ec05b0e3901406779bf26b0,"16--PANEL,CONTROL,ELECT",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=502c9efc48e04f4393d34f262d96df39,19.65,2025-01-14T16:44:17.6970000,2025-01-14T16:44:17.6970000,
931d9d072e8330d0c137b86db2d37ab5,"31--BEARING,PLAIN,ROD E",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=82343138d6fe4f25b4a01801ce0dc7bb,15.76,2025-01-14T16:44:17.3600000,2025-01-14T16:44:17.3600000,
9334d0297bdfce4b82a836ea9fa85af5,Navigator Emergency Department Diversion Models for Non-Urgent Mental Health Concerns (R34 Clinical Trial Required),National Institutes of Health,Grants.gov,2024-11-25T00:00:00.0000000,2028-01-08T00:00:00.0000000,"The purpose of this NOFO is to build research about the effectiveness, implementation, and optimization of family navigation ED diversion models for non-urgent mental health problems. Models of interest are designed to (a) utilize triage tools to identify mental health acuity, (b) facilitate engagement in mental health services and needed resources, and (c) provide support, knowledge about the mental health condition, and facilitate linkages/address barriers to help-seeking among families.",11.15,2025-01-14T16:44:19.9030000,2025-01-14T16:44:19.9030000,
934fffe48246ef177d3fa47190fff1cb,USAID Thamini Afya (Value your Health),Tanzania USAID-Dar es Salaam,Grants.gov,2024-11-07T00:00:00.0000000,2024-12-17T00:00:00.0000000,"The United States Agency for International Development (USAID) is seeking applications for a cooperative agreement from qualified entities to implement USAID/Tanzania activity entitled &#8220;USAID Thamini Afya (Value Your Health)&#8221;.The goal of this Activity is to increase the practice of desired health behaviors by individuals (including healthcare providers), households, and communities by (IR 1) strengthening SBC capacity and coordination of SBC actors; (IR 2) designing theory-informed, evidence-based SBC interventions; and (IR 3) implementing, monitoring, and evaluating SBC interventions nationally and sub-nationally.",12.28,2025-01-14T16:44:19.4670000,2025-01-14T16:44:19.4670000,
93914c26ff692ccee79276335f7d2bc9,Joint NINDS/NIMH Exploratory Neuroscience Research Grant (R21 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2025-01-08T00:00:00.0000000,2028-01-08T00:00:00.0000000,"The Joint NINDS/NIMH Exploratory Neuroscience Research Grant program supports exploratory and innovative research projects, which fall within the missions of the NINDS and NIMH. Awards will provide support for the early and conceptual stages of projects. These studies often assess the feasibility of a novel avenue of investigation and involve considerable risk, but have the potential to bring about breakthroughs in the understanding of important areas of neuroscience, or to the development of novel techniques, agents, methodologies, or models, of high value to the neuroscience community. While this funding opportunity also accepts clinical trials, only applications proposing mechanistic clinical trials or studies or basic experimental studies with humans (BESH) will be considered for funding. For information on the types of clinical trial that are within scope of this funding opportunity announcement, refer to Funding Opportunity Description, below.",19.00,2025-01-14T16:44:21.6900000,2025-01-14T16:44:21.6900000,
93bc233359cf3b84cab1f9f484d0380b,Veterans Affairs Supportive Services for Veteran Families,Supportive Services for Veteran Families,Grants.gov,2024-12-18T00:00:00.0000000,2025-03-04T00:00:00.0000000,"The Department of Veterans Affairs (VA) is announcing the availability of funds for grants under the SSVF Program. This NOFO contains information concerning the SSVF Program, the renewal and new applicant grant application processes, and the amount of funding available. Awards made for grants will fund operations beginning October 1, 2025. A. Purpose: The SSVF Program&#8217;s purpose is to provide supportive services grants to private non-profit organizations and consumer cooperatives who will coordinate or provide supportive services to very low-income Veteran families who (i) are residing in permanent housing and at risk of becoming homeless, (ii) are homeless and scheduled to become residents of permanent housing within a specified time period or (iii) after exiting permanent housing within a specified time period, are seeking other housing that is responsive to such low-income Veteran family&#8217;s needs and preferences. SSVF delivers services using a housing-first approach that emphasizes permanent housing placement and supportive services as the primary objectives. Housing First is an evidence-based, cost-effective approach to ending homelessness for the most vulnerable and chronically homeless individuals (https://www.usich.gov/tools-for-action/housing-first-checklist). SSVF prioritizes the delivery of rapid re-housing services to homeless Veteran households. Rapid re-housing is an intervention designed to help individuals and families quickly exit homelessness, return to housing in the community, and avoid homelessness again in the near term. The core components of a rapid re-housing program are housing identification, move-in and rent financial assistance, and rapid rehousing case management and services. These core components represent the minimum that a program must provide to households to be considered a rapid rehousing program. Applicants should familiarize themselves with the Homelessness Prevention and Rapid Re-housing Best Practice Standards found at https://www.va.gov/homeless/ssvf/index.html. B. Funding Priorities: The principal goal of this NOFO is to seek entities that have the greatest capacity to end homelessness among Veterans or sustain gains made in ending homelessness among Veterans. Priority will be given to grantees who can demonstrate the adoption of evidence-based practices in their application. Please note that the priorities for SSVF for fiscal year (FY) 2026 are different than in previous years. Under Priority 1, SSVF is introducing a new priority for FY 2026 to expand services to tribal and rural communities and the U.S. territories. VA has the ability to award up to a 3-year project period to tribal and rural communities and the U.S. territories under this NOFO. Indian tribe means a tribe that is a federally recognized tribe or a State recognized tribe. See 25 U.S.C. &#167; 4103(13). With this priority, SSVF is seeking Native-led organizations, organizations who are deeply invested in providing services on tribal lands and reservations, and organizations who have extensive experience working with Native Veterans and Veteran families. There is an emphasis on organizations that would serve the 29 tribal communities that have tribal Department of Housing and Urban Development &#8211; VA Supportive Housing (HUD-VASH) (https://www.hud.gov/press/press_releases_media_advisories/hud_no_24_220). Rural communities are defined using the U.S. Department of Agriculture&#8217;s (USDA) definition of a rural area. Rural means: 1. Open countryside; 2. Rural towns (places with fewer than 5,000 people and 2,000 housing units); and 3. Urban areas with populations ranging up to 50,000 people that are not part of larger labor market areas (metropolitan areas) (https://www.ers.usda.gov/topics/rural-economy-population/rural-classifications/). The U.S. territories are a priority including American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, Puerto Rico, and the U.S. Virgin Islands. Priority 1 for FY 2026 is open to new and existing applicants; however, priority will be given to organizations that have a demonstrated track record of serving the tribal or rural community or the U.S. territory that they are proposing to serve. Additionally, applicants should have demonstrated cultural awareness and language access for the areas they are proposing to serve. Under Priority 2, VA will provide funding to existing grantees who have at least one of the following accreditations: 3-year accreditation from the Commission on Accreditation of Rehabilitation Facilities (CARF) in Employment and Community Services: Rapid Rehousing and Homeless Prevention standards, a 4-year accreditation in Housing Stabilization and Community Living Services from the Council on Accreditation (COA), or a 3-year accreditation in The Joint Commission&#8217;s (JC) Behavioral Health Care: Housing Support Services Standards. Priority 2 applicants must demonstrate that accreditation is active at the date of submission, and accreditation must be maintained throughout the project period and/or funding cycle. Under Priority 3, existing SSVF grantees not included in Priority 2 but who have annual awards and are seeking to renew their grants, may apply. Existing grantees are SSVF grantees that have a Memorandum of Agreement (MOA) for operations through September 30, 2025.",15.47,2025-01-14T16:44:21.0700000,2025-01-14T16:44:21.0700000,
93db7d5cb26a6651a896fa9ff4c5dfd1,Dorm Microwave Ovens,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eda0be95ef384799849937f41c15c7b7,14.69,2025-01-14T16:44:03.6200000,2025-01-14T16:44:03.6200000,
93e122cf82b6208538bcd00a2e9106ea,NINDS Sustainable Transformation of Institutional Research Rigor (STIRR) Program (RC2 - Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-10-31T00:00:00.0000000,2025-10-18T00:00:00.0000000,"This Notice of Funding Opportunity (NOFO) aims to support the establishment of programs to enhance research rigor and transparency practices within academic and research institutions to promote a culture of high-quality neuroscience research. Attention to principles of rigorous study design and transparent reporting are essential to enable the neuroscientific community, as well as the biomedical community at large, to design and perform valid experiments and to assess the value of scientific findings. Awards are intended to support the implementation of innovative programs, strategies, and approaches at the departmental, inter-departmental, or equivalent intra-institutional entity level.",22.95,2025-01-14T16:44:19.2370000,2025-01-14T16:44:19.2370000,
